Tên món,Nguyên liệu,Công thức,Tiểu đường,Huyết áp cao,Dạ dày,Gout,Time,Calo 
Mì lạnh ăn kèm thịt nướng sốt bulgogi,"thịt ba chỉ, mì, gói sốt mì lạnh, trứng, dưa chuột, củ cái muối, sốt bulgogi",https://cookpad.com/vn/cong-thuc/24032213-mi-l%E1%BA%A1nh-an-kem-th%E1%BB%8Bt-n%C6%B0%E1%BB%9Bng-s%E1%BB%91t-bulgogi?ref=search&search_term=m%E1%BB%B3,0,1,0,0,45 phút,480
Mỳ ý tôm phô mai bỏ lò,"mỳ t, sốt cà chua, tôm, phô mai, phô mai mozzarella ",https://cookpad.com/vn/cong-thuc/17078253-mi-y-tom-pho-mai-b%E1%BB%8F-lo?ref=search&search_term=m%E1%BB%B3       ,0,0,0,0,40 phút,550
Mì ý dẹt Malfadine sốt bò băm ,"mỳ, bò, cà chua, hành tây, sốt cà chua, cà rốt, muối,húng tây",https://cookpad.com/vn/cong-thuc/23960556-mi-y-d%E1%BA%B9t-malfadine-s%E1%BB%91t-bo-b%E1%BA%B1m-ca-chua-ca-r%E1%BB%91t?ref=search&search_term=m%E1%BB%B3       ,0,1,0,1,40 phút,500
Mỳ udon xào ,"mì, ngó sen, nấm, xúc xích, chả cá, hành lá, mùi ta, hành khô, tỏi , tiêu, gia vị",https://cookpad.com/vn/cong-thuc/23974072-mi-udon-xao-n%E1%BA%A5m-t%C6%B0%C6%A1i-ngo-sen-ch%E1%BA%A3-ca-xuc-xich?ref=search&search_term=m%E1%BB%B3       ,0,0,0,0,30 phút,400
Mỳ ý nấm rơm,"mì, nước, nấm rơm, sốt cà chua, tỏi, gia vị, dầu ",https://cookpad.com/vn/cong-thuc/24010384-mi-y-n%E1%BA%A5m-r%C6%A1m-th%C6%A1m-ph%E1%BB%A9c?ref=search&search_term=m%E1%BB%B3       ,0,0,0,0,20 phút,350
Mỳ phô mai Hàn Quốc,"mì, tokbokkii, phô mai, trứng, chả cá",https://cookpad.com/vn/cong-thuc/23974949-mi-pho-mai-han-qu%E1%BB%91c?ref=search&search_term=m%E1%BB%B3       ,0,0,0,0,25 phút,480
Mỳ Ramen sốt cay xào gà ,"mì, gà, hành tây, cải",https://cookpad.com/vn/cong-thuc/22604924-mi-ramen-s%E1%BB%91t-cay-xao-ga-va-c%E1%BA%A3i?ref=search&search_term=m%E1%BB%B3       ,0,0,0,0,30 phút,450
Mì trứng nấu sường non,"xương lợn, tôm, tóp mỡ, hành phi, hành tím, muối, mắm, mỳ chính, mì trứng",https://cookpad.com/vn/cong-thuc/15317371-mi-tr%E1%BB%A9ng-n%E1%BA%A5u-s%C6%B0%E1%BB%9Dn-non?ref=search&search_term=m%E1%BB%B3       ,0,1,0,1,60 phút,420
Mì udon xào chay,"mì, cải, nấm hương tươi, tỏi, mỳ chính, nước tương, dầu hào, tương ớt, nước",https://cookpad.com/vn/cong-thuc/22678395-m%E1%BB%B3-udon-xao-chay?ref=search&search_term=m%E1%BB%B3       ,0,0,1,0,30 phút,360
Mì bò xào sốt tiêu đen,"bò, bắp non, cà rốt, bông cải xanh, bông cải trắng, rau củ, sốt tiêu đen, tỏi, dầu , gia vị",https://cookpad.com/vn/cong-thuc/17031947-sp0838-mi-bo-xao-s%E1%BB%91t-tieu-den?ref=search&search_term=m%E1%BB%B3       ,0,0,0,1,30 phút,500
Mỳ lạnh sốt đậu nành Hàn Quốc,"mì, trứng, kim chi, cà rốt, dưa leo, đậu, sữa đậu nành, bơ đậu phộng, mè rang, muối hồng, ",https://cookpad.com/vn/cong-thuc/22592264-mi-l%E1%BA%A1nh-s%E1%BB%91t-d%E1%BA%ADu-nanh-han-qu%E1%BB%91c?ref=search&search_term=m%E1%BB%B3       ,0,1,1,1,30 phút,400
Mì xào tôm nấm,"tôm, mì, nấm rơm, cải, gia vị sốt chua ngọt, bột chiên giòn",https://cookpad.com/vn/cong-thuc/22599755-mi-xao-tom-n%E1%BA%A5m?ref=search&search_term=m%E1%BB%B3       ,0,0,0,0,45 phút,420
Mì sườn bò,"bò, nước, mì, cà chua, giá, hành, ngò",https://cookpad.com/vn/cong-thuc/22595172-mi-s%C6%B0%E1%BB%9Dn-bo?ref=search&search_term=m%E1%BB%B3       ,0,0,0,1,60 phút,480
Mỳ đuôi lợn hầm ngũ trân,"đuôi lợn, nấm đông cô khô, táo tàu, hạt sen tươi, kỷ tử, cà rốt, bắp, gừng, hành tím, hành lá, ngò, tóp mỡ, nước, mắm, dầu mè, hạt nêm, đường bột gà, muối, mỳ chính, tiêu, hành, mì",https://cookpad.com/vn/cong-thuc/22595930-mi-duoi-lợn-h%E1%BA%A7m-ngu-tran?ref=search&search_term=m%E1%BB%B3       ,0,1,0,1,60 phút,500
Mỳ xào chay thập cẩm,"mì, sương, chả, cải bắp, cà rốt, đậu, hành, dầu mè, hạt nêm, dầu ăn",https://cookpad.com/vn/cong-thuc/17130511-sp0834-mi-xao-chay-th%E1%BA%ADp-c%E1%BA%A9m?ref=search&search_term=m%E1%BB%B3       ,0,0,0,0,30 phút,370
Mì cá,"cá lóc, mì, hẹ, gia vị",https://cookpad.com/vn/cong-thuc/17241168-mi-ca?ref=search&search_term=m%E1%BB%B3       ,0,0,0,0,30 phút,350
Mì trộn phô mai,"cải, mì, hành tây, tôm, nghêu, bạch tuộc",https://cookpad.com/vn/cong-thuc/17274738-mi-tr%E1%BB%99n-phomai?ref=search&search_term=m%E1%BB%B3       ,0,0,0,0,30 phút,450
Mỳ ý tôm trứng muối,"mì, tôm, cà chua, trứng, hành, ngò, tỏi, gia vị",https://cookpad.com/vn/cong-thuc/17276347-mi-y-tom-tr%E1%BB%A9ng-mu%E1%BB%91i-s%E1%BB%91t-ca?ref=search&search_term=m%E1%BB%B3       ,0,0,0,0,20 phút,500
Mỳ xào thịt xông khói,"thịt xông khói, mì, cà chua, dưa chuột, cà rốt, cải đường, tỏi, gia vị",https://cookpad.com/vn/cong-thuc/17274072-mi-xao-th%E1%BB%8Bt-xong-khoi?ref=search&search_term=m%E1%BB%B3       ,0,1,0,0,15 phút,480
Bánh khọt mì tôm,"mì, tôm, bột chiên giòn, nước ngọt, mè đen, bột nghệ, hành lá, gia vị",https://cookpad.com/vn/cong-thuc/17216181-banh-kh%E1%BB%8Dt-mi-tom?ref=search&search_term=m%E1%BB%B3       ,0,0,0,0,30 phút,400
Mì trường thọ,"mì, xà xíu, nước sốt xà xíu, trứng, nấm đông cô tươi, hẹ, tỏi, tiêu, dầu ăn",https://cookpad.com/vn/cong-thuc/17215739-mi-tr%C6%B0%E1%BB%9Dng-th%E1%BB%8D?ref=search&search_term=m%E1%BB%B3       ,0,0,0,1,15 phút,450
Mì vịt tiềm,"vịt, mì, cải, cà rốt, nấm hương khô, dừa, gia vị",https://cookpad.com/vn/cong-thuc/17164807-mi-v%E1%BB%8Bt-ti%E1%BB%81m?ref=search&search_term=m%E1%BB%B3       ,0,0,0,0,90 phút,520
Mì sợi thanh long,"Bột, thanh long, muối, trứng, tiêu",https://cookpad.com/vn/cong-thuc/17232475-lam-mi-s%E1%BB%A3i-thanh-long?ref=search&search_term=m%E1%BB%B3       ,0,1,0,0,40 phút,300
Mỳ ý sốt bò băm,"bò, cà chua, hành tây, cà rốt",https://cookpad.com/vn/cong-thuc/16418140-mi-y-mi-spaghetti-s%E1%BB%91t-bo-b%E1%BA%B1m?ref=search&search_term=m%C3%AC+%C3%BD+s%E1%BB%91t+b%C3%B2+b%E1%BA%B1m       ,0,0,0,1,30 phút,450
Mỳ hoành thánh,"Xương, sườn, đường phèn, gia vị, tôm, gừng, hành tây, hành tím, lá hoành thánh, thịt, gan, mỡ gáy",https://cookpad.com/vn/cong-thuc/15520201-hoanh-thanh-mi?ref=search&search_term=m%E1%BB%B3+ho%C3%A0nh+th%C3%A1nh       ,1,0,0,0,20 phút,500
Mỳ hoành thánh trộn ,"hoành thánh, mì, thịt, nước dùng giò lợn hầm, hành lá, tỏi phi",https://cookpad.com/vn/cong-thuc/17206478-mi-hoanh-thanh-tr%E1%BB%99n?ref=search&search_term=m%E1%BB%B3+ho%C3%A0nh+th%C3%A1nh       ,0,0,0,0,20 phút,480
Mì lá chiên bột nhân hến xào,"hến, mì, rau sống, nước mắm ",https://cookpad.com/vn/cong-thuc/17206763-mi-la-chien-b%E1%BB%99t-nhan-h%E1%BA%BFn-xao?ref=search&search_term=m%E1%BB%B3       ,0,0,0,0,30 phút,400
Bún thịt nướng đậu hũ,"thịt nướng, đậu, xà lách, rau thơm, bún, mỡ hành, đậu phộng, mắm, tỏi, ớt",https://cookpad.com/vn/cong-thuc/24149858-bun-th%E1%BB%8Bt-n%C6%B0%E1%BB%9Bng-d%E1%BA%ADu-hu?ref=search&search_term=b%C3%BAn,0,0,0,1,15 phút,450
Bún mắm nêm,"bún, tôm, đậu phộng,đậu, trứng, chanh, dứa, dưa chuột, tỏi, ớt, cà rốt, hành, diếp cá, mùi, bạc hà, xà lách, hành",https://cookpad.com/vn/cong-thuc/24163156-bun-m%E1%BA%AFm-nem?ref=search&search_term=b%C3%BAn,0,0,1,1,20 phút,400
Bún riêu cua đồng,"cua, sường, cà chua, lợn, trứng, đậu, gia vị, chanh, ớt, rau, hành, bún",https://cookpad.com/vn/cong-thuc/24158498-bun-rieu-cua-d%E1%BB%93ng?ref=search&search_term=b%C3%BAn,0,0,1,1,80 phút,380
Bún sườn sấu,"sườn, sấu, cà chua, hành, dọc mùng, thịt, mộc nhĩ",https://cookpad.com/vn/cong-thuc/24142149-bun-s%C6%B0%E1%BB%9Dn-s%E1%BA%A5u?ref=search&search_term=b%C3%BAn,0,0,0,0,60 phút,350
Bún trộn Hàn Quốc,"bún, trứng, hành, lá mè, cà rốt, dưa chuột, lê, tương, đường, mè, mật ong, nước mơ, tỏi, giấm, dầu mè, vừng, ớt",https://cookpad.com/vn/cong-thuc/24137077-bun-tr%E1%BB%99n-han-qu%E1%BB%91c-%EB%A7%A4%EC%9A%B4-%EB%B9%84%EB%B9%94%EA%B5%AD%EC%88%98?ref=search&search_term=b%C3%BAn,0,0,1,0,30 phút,420
Bún cá rô phi,"cá rô phi, chả cá, cà chua, gừng, hành, tỏi, rau răm, thì là, mùng, bún",https://cookpad.com/vn/cong-thuc/17072478-bun-ca-ro-phi-ch%E1%BA%A3-ca?ref=search&search_term=b%C3%BAn,0,0,0,0,60 phút,300
Bún chả cá,"chả cá, tôm, lợn, bún, giá, hẹ, hành, ngò, chanh, ớt, đường, muối, bột nêm, tiêu, tương, mắm",https://cookpad.com/vn/cong-thuc/24198160-bun-g%E1%BA%A1o-tom-kho-ch%E1%BA%A3-ca?ref=search&search_term=b%C3%BAn,0,1,1,1,60 phút,350
Bún đậu mắm tôm,"bún, đậu, lợn, chả cốm, chả giờ, lòng lợn, dưa chuột, rau sống, mắm tôm, tỏi, chanh, ớt, đường, bánh tráng",https://cookpad.com/vn/cong-thuc/24198150-bun-d%E1%BA%ADu-m%E1%BA%AFm-tom?ref=search&search_term=b%C3%BAn,1,0,1,1,60 phút,550
Bún gạo thịt băm,"bún, thịt, cà rốt, củ cải, hành tím, tỏi, dầu , hành, ớt, muối, mỳ chính, đường,tiêu",https://cookpad.com/vn/cong-thuc/24176150-bun-g%E1%BA%A1o-n%E1%BA%A5u-th%E1%BB%8Bt-bam-c%E1%BB%A7-c%E1%BA%A3i-h%E1%BB%93ng?ref=search&search_term=b%C3%BAn,0,1,1,0,30 phút,320
Bún riêu cua,"cua, giò lợn, huyết lợn, đậu, thịt, trứng",https://cookpad.com/vn/cong-thuc/24176952-bun-rieu-cua?ref=search&search_term=b%C3%BAn,0,0,0,1,120 phút,370
Bún cuốn bì,"bì, đậu phộng, bún, giá, dưa chuột, bánh tráng, xà lách, thơm, húng, mắm",https://cookpad.com/vn/cong-thuc/24069604-sp0893-bun-cu%E1%BB%91n-bi?ref=search&search_term=b%C3%BAn,0,0,0,1,30 phút,300
Bún gà hầm hạt sen,"gà, bún, bắp, táo đỏ, nấm đông cô, hạt sen, nấm rơm, gừng, dừa, hành tím, hành tây",https://cookpad.com/vn/cong-thuc/24104966-bun-ga-h%E1%BA%A7m-h%E1%BA%A1t-sen?ref=search&search_term=b%C3%BAn,0,0,0,0,60 phút,450
Bún thịt xào,"bò, lợn, hành, giá, sả, hành tím, tỏi, dầu hào, mắm, mỳ chính, đường, mật ong, tiêu, hạt nêm, rau thơm",https://cookpad.com/vn/cong-thuc/24096586-bun-th%E1%BB%8Bt-xao?ref=search&search_term=b%C3%BAn,0,0,0,1,50 phút,400
Bún bò chả bì,"móng giò, chả bì, hành, sả, bún, mắm, ruốc, gia vị",https://cookpad.com/vn/cong-thuc/24047235-bun-bo-ch%E1%BA%A3-bi?ref=search&search_term=b%C3%BAn,0,0,0,0,60 phút,500
Bún mọc,"sườn, giò, xương ống, chả, mộc nhĩ, bún, hành, ngò, ớt, rau sống, gia vị",https://cookpad.com/vn/cong-thuc/24025673-bun-m%E1%BB%8Dc?ref=search&search_term=b%C3%BAn,0,0,1,0,60 phút,380
Bún dọc mùng,"muối, mắm, đường, cà chua, thơm, cá ba sa, me, rau ngổ, rau ngò dai, giò, lợn, mắm, đường nâu, hành, giá, rau muốn, bắp chuối, rau thơm, hành, ngò, ốc, sa tế",https://cookpad.com/vn/cong-thuc/23973632-bun-d%E1%BB%8Dc-mung?ref=search&search_term=b%C3%BAn,0,1,1,1,60 phút,360
Bún cá chấm,"cá rô phi, thịt, đậu hũ, xà lách, rau sống, dưa chuột, giá, bún, bánh tráng, mắm, tỏi, ớt, đậu phông",https://cookpad.com/vn/cong-thuc/23926438-bun-ca-ch%E1%BA%A5m-va-cac-mon-an-kem?ref=search&search_term=b%C3%BAn,0,0,1,1,90 phút,300
Bún thang,"gà, trứng, nấm hương, củ cải, tôm, chả lụa, rau răm, hành, mắm tôm, tỏi, ớt, tiêu, muối, hạt nêm, sả, gừng, hành tím, bột nghệ, chanh, đường, lá chanh, bún",https://cookpad.com/vn/cong-thuc/16595789-bun-thang-ha-n%E1%BB%99i?ref=search&search_term=b%C3%BAn,0,1,1,0,90 phút,420
Bún thái hải sản,"bún, mực, tôm, đậu, cải, mỳ chính, gia vị, nước luộc ngô",https://cookpad.com/vn/cong-thuc/23879154-bun-thai-h%E1%BA%A3i-s%E1%BA%A3n?ref=search&search_term=b%C3%BAn,0,0,0,0,60 phút,400
Bún đuôi lợn nấm rơm,"đuôi lợn, nấm rơm, củ cải, hành, bún, rau muốn, giá, muối, hạt nêm, đường, mắm",https://cookpad.com/vn/cong-thuc/22604980-bun-duoi-lợn-n%E1%BA%A5m-r%C6%A1m?ref=search&search_term=b%C3%BAn,0,1,0,1,60 phút,450
Phở cuốn,"thịt, dưa chuột, trứng, chanh, ớt, bánh phở",https://cookpad.com/vn/cong-thuc/24014536-ph%E1%BB%9F-cu%E1%BB%91n?ref=search&search_term=Ph%E1%BB%9F,0,0,1,0,60 phút,300
Phở khô trộn nấm đông cô,"nấm đông cô, lá húng quế, rau diếp, kim chi, dầu hào, dầu ăn, hành khô, tương, mật mía, tiêu, gừng",https://cookpad.com/vn/cong-thuc/23992858-ph%E1%BB%9F-kho-tr%E1%BB%99n-n%E1%BA%A5m-dong-co-mon-chay?ref=search&search_term=Ph%E1%BB%9F,0,0,1,0,20 phút,320
Phở gà trộn,"gà, hành tây, mùi, giá, xì dầu, dầu hào, mắm, giấm, đường, ớt, tỏi, hành, xà lách, phở, lạc",https://cookpad.com/vn/cong-thuc/23937565-ph%E1%BB%9F-ga-tr%E1%BB%99n?ref=search&search_term=Ph%E1%BB%9F,0,0,1,0,20 phút,350
Phở bò,"sườn, bò, phở, gia vị, đường, hạt nêm, mỳ chính, nước, gừng, hành tím, quế, hoa hồi, rễ ngò rí, hành tây, hành, ngò tàu, ớt, chanh, rau quế, giá",https://cookpad.com/vn/cong-thuc/22593016-ph%E1%BB%9F-bo-tai?ref=search&search_term=Ph%E1%BB%9F,0,0,1,1,180 phút,450
Phở chay,"gia vị, hành tây, mướp, cà rốt, muối, mắm, hạt nêm, nấm đùi gà, ngò gai, rau sống, giá, bò lát chay",https://cookpad.com/vn/cong-thuc/17162127-ph%E1%BB%9F-chay?ref=search&search_term=Ph%E1%BB%9F,0,1,0,0,60 phút,280
Phở chiên phồng,"phở, rau cải, nấm đông cô, cà rốt, nấm đùi gà, tỏi, hành, dầu ăn, dầu hào, hạt nêm, hành, mùi, bột năng",https://cookpad.com/vn/cong-thuc/17202134-ph%E1%BB%9F-chien-ph%E1%BB%93ng-chay?ref=search&search_term=Ph%E1%BB%9F,0,0,0,0,30 phút,400
Phở gà mọc,"gà, rau mùi, hành, hành tím, hành tây, gừng, hạt nêm, tiêu, mắm, giò, thịt, mộc nhĩ, nấm hương, hành củ",https://cookpad.com/vn/cong-thuc/17178200-ph%E1%BB%9F-ga-m%E1%BB%8Dc?ref=search&search_term=Ph%E1%BB%9F,0,0,0,0,90 phút,360
Phở sắn trộn tôm thịt,"phở, tôm, thịt ba rọi, hành tây, xà lách, rau thơm, dưa chuột, cà rốt",https://cookpad.com/vn/cong-thuc/17165384-ph%E1%BB%9F-s%E1%BA%AFn-tr%E1%BB%99n-tom-th%E1%BB%8Bt?ref=search&search_term=Ph%E1%BB%9F,0,0,0,0,60 phút,330
Phở chua sốt me,"phở, xoài, hành, tỏi, xúp lơ, cải, bò, cà rốt, rau mùi, tỏi, sốt, ớt, dầu hào, đường",https://cookpad.com/vn/cong-thuc/16715076-ph%E1%BB%9F-chua-s%E1%BB%91t-me?ref=search&search_term=Ph%E1%BB%9F,0,0,1,1,180 phút,340
Phở sắn quế sơn trộn tôm thịt,"phở, tôm, thịt, trứng, rau sống, mắm, gia vị",https://cookpad.com/vn/cong-thuc/16481187-ph%E1%BB%9F-s%E1%BA%AFn-qu%E1%BA%BF-s%C6%A1n-tr%E1%BB%99n-tom-th%E1%BB%8Bt?ref=search&search_term=Ph%E1%BB%9F,0,0,0,0,60 phút,320
Phở áp chảo,"phở, mực, tôm, cải thảo, hành tây, cà rốt, cải, dầu hào, ớt, giấm, nước",https://cookpad.com/vn/cong-thuc/16329015-ph%E1%BB%9F-ap-ch%E1%BA%A3o?ref=search&search_term=Ph%E1%BB%9F,0,0,1,0,60 phút,380
Phở hấp trứng,"phở, trứng, hành, ngò",https://cookpad.com/vn/cong-thuc/16217101-ph%E1%BB%9F-h%E1%BA%A5p-tr%E1%BB%A9ng?ref=search&search_term=Ph%E1%BB%9F,0,0,0,0,10 phút,250
Phở gà,"gà, phở, hành tây, gừng, hành khô, hoa hồi, hạt mùi, quế, củ cải, tiêu, bột canh, mì chính, lá chanh, nấm hương, hành, mùi, mùi tàu, rau thơm, chanh, ớt",https://cookpad.com/vn/cong-thuc/16101916-ph%E1%BB%9F-ga?ref=search&search_term=Ph%E1%BB%9F,0,0,0,0,50 phút,400
Phở trộn lòng gà trứng non,"phở, nước tương, dầu hào, đường, hạt nêm, trứng, lòng ",https://cookpad.com/vn/cong-thuc/15780354-ph%E1%BB%9F-tr%E1%BB%99n-long-ga-tr%E1%BB%A9ng-non?ref=search&search_term=Ph%E1%BB%9F,1,1,1,1,15 phút,370
Phở xào tôm,"tôm, dầu hào, tiêu, hạt nêm, dầu ăn, tỏi, ớt, ớt chuông, cà rốt, nấm đông cô, tỏi, hành tây, ngò, tương, dầu hào, mắm, dầu mè, đường, tiêu, phở",https://cookpad.com/vn/cong-thuc/15661183-ph%E1%BB%9F-xao-tom?ref=search&search_term=Ph%E1%BB%9F,0,0,1,0,30 phút,420
Phở khô Gia Lai,"nước, xương, hành tây, nước lèo, đường, muối, mỳ chính, xì dầu, coca, dầu ăn, dầu hào, hành tím, tỏi, dầu mè, hành, tóp mõ, bột bắp, thịt, tiêu, xà lách, lá é quế, phở, chanh, ớt",https://cookpad.com/vn/cong-thuc/9271702-ph%E1%BB%9F-kho-gia-lai?ref=search&search_term=Ph%E1%BB%9F+kh%C3%B4+gia+lai,0,1,1,0,40 phút,450
Phở bò sốt vang,"bò, hành tây, hành, gừng, quế, hoa hồi, sả, ngũ vị hương, đường, mắm, hạt nêm, bột canh",https://cookpad.com/vn/cong-thuc/15147124-ph%E1%BB%9F-bo-s%E1%BB%91t-vang?ref=search&search_term=Ph%E1%BB%9F+b%C3%B2+s%E1%BB%91t+vang,0,0,0,1,60 phút,480
Phở gạo lứt,"phở, mộc nhĩ, nấm hương, sường, hành, mùi, cà chua, mắm, muối, hạt nêm",https://cookpad.com/vn/cong-thuc/16671241-ph%E1%BB%9F-g%E1%BA%A1o-l%E1%BB%A9t-n%E1%BA%A5u-s%C6%B0%E1%BB%9Dn-chua?ref=search&search_term=Ph%E1%BB%9F+g%E1%BA%A1o+l%E1%BB%A9t,0,1,0,0,20 phút,300
Phở gạo lứt trộn ức gà,"phở, ức gà, cải, tiêu, đậu phộng, xì dầu, mì chính",https://cookpad.com/vn/cong-thuc/11592706-ph%E1%BB%9F-g%E1%BA%A1o-l%E1%BB%A9t-tr%E1%BB%99n-%E1%BB%A9c-ga?ref=search&search_term=Ph%E1%BB%9F+g%E1%BA%A1o+l%E1%BB%A9t,0,0,0,1,30 phút,340
Phở chiên trứng,"bò, phở, trứng, cà chua, cải, mắm, muối, dầu hào, tỏi",https://cookpad.com/vn/cong-thuc/4615535-ph%E1%BB%9F-chien-tr%E1%BB%A9ng?ref=search&search_term=Ph%E1%BB%9F+chi%C3%AAn+tr%E1%BB%A9ng,0,1,0,1,40 phút,430
Cá diêu hồng tẩm bột chiên giòn,"cá, bột chiên giòn, gia vị",https://cookpad.com/vn/cong-thuc/24171853-ca-dieu-h%E1%BB%93ng-t%E1%BA%A9m-b%E1%BB%99t-chien-gion?ref=search&search_term=C%C3%A1,0,0,0,1,20 phút,300
Cá lóc kho tiêu,"cá, mắm, đường, dầu ăn, tiêu, ớt",https://cookpad.com/vn/cong-thuc/24151665-ca-loc-kho-tieu?ref=search&search_term=C%C3%A1,0,0,0,1,90 phút,250
Canh đậu hũ non cá ngừ cay,"cá, hành, dầu mè, tương, ớt, hành tây, bí ngòi, mắm tép, đậu hũ, tỏi, trứng",https://cookpad.com/vn/cong-thuc/24095709-%EA%B3%A0%EC%B6%94%EC%B0%B8%EC%B9%98-%EC%88%9C%EB%91%90%EB%B6%80%EC%B0%8C%EA%B0%9C-canh-d%E1%BA%ADu-hu-non-ca-ng%E1%BB%AB-cay?ref=search&search_term=C%C3%A1,0,0,1,1,30 phút,320
Cá trắm sốt cà chua,"cá, cà chua, gừng, hành, tỏi, rau răm, thìa là, gia vị",https://cookpad.com/vn/cong-thuc/15410902-ca-tr%E1%BA%AFm-s%E1%BB%91t-ca-chua?ref=search&search_term=C%C3%A1,0,0,0,1,30 phút,280
Cá cơm chiên nước mắm,"cá, bột chiên giòn, bột nêm, mắm, đường, dầu hào, ớt, bột nêm",https://cookpad.com/vn/cong-thuc/24176991-ca-c%C6%A1m-chien-n%C6%B0%E1%BB%9Bc-m%E1%BA%AFm?ref=search&search_term=C%C3%A1,0,0,1,1,30 phút,350
Cá hồi rim me,"cá, me, tỏi, hành, gia vị",https://cookpad.com/vn/cong-thuc/24193731-ca-h%E1%BB%93i-rim-me?ref=search&search_term=C%C3%A1,0,0,1,1,25 phút,370
Cá hồi xào,"cá, hành, thì là, tỏi, gia vị",https://cookpad.com/vn/cong-thuc/24192262-ca-h%E1%BB%93i-xao-hanh-la-thi-la?ref=search&search_term=C%C3%A1,0,0,0,1,20 phút,320
Lẩu cá đuối nấu măng chua,"cá, măng, ngò, ớt, cà chua, bún, nước chấm, rau muống, giá, tỏi, gia vị",https://cookpad.com/vn/cong-thuc/24162876-l%E1%BA%A9u-ca-du%E1%BB%91i-n%E1%BA%A5u-mang-chua?ref=search&search_term=C%C3%A1,0,0,1,1,30 phút,400
Ức cá dứa kho tiêu,"cá, ớt, tiêu, hành, tỏi, đường, ớt, mắm",https://cookpad.com/vn/cong-thuc/24174336-%E1%BB%A9c-ca-d%E1%BB%A9a-kho-tieu?ref=search&search_term=C%C3%A1,0,0,1,1,30 phút,280
Cá hồng kho cà chua,"cá, thịt, cà chua, hành tây, hành, gia vị",https://cookpad.com/vn/cong-thuc/24198986-ca-h%E1%BB%93ng-kho-ca-chua?ref=search&search_term=C%C3%A1,0,0,0,1,20 phút,300
Cá hồi kho tộ,"cá, mắm, đường, gừng, tiêu, nước màu, ớt",https://cookpad.com/vn/cong-thuc/24196795-ca-h%E1%BB%93i-kho-t%E1%BB%99?ref=search&search_term=C%C3%A1,0,0,0,1,30 phút,360
Canh chua đầu cá hồng,"cá, cà chua, dứa, măng chua, đậu bắp, dọc mùng, sấu, hành tím, ớt, ngổ, hành, ngò, lá lốt, dầu ăn, hạt nêm, mắm, muối",https://cookpad.com/vn/cong-thuc/24192993-canh-chua-d%E1%BA%A7u-ca-h%E1%BB%93ng?ref=search&search_term=C%C3%A1,0,1,1,1,60 phút,300
Salad cá hồi ,"nui, tía tô, cá, táo, mè rang, hành, dấm, dầu , xà lách",https://cookpad.com/vn/cong-thuc/24162730-salad-ca-h%E1%BB%93i-xong-khoi-tao-nui-ng%E1%BB%8Dc-trai-tia-to?ref=search&search_term=C%C3%A1,0,0,0,1,15 phút,280
Cá hồi sốt cam,"cá, cam, bột ngô, tỏi, gia vị, hành, rau mùi",https://cookpad.com/vn/cong-thuc/24184124-ca-h%E1%BB%93i-s%E1%BB%91t-cam?ref=search&search_term=C%C3%A1,0,0,0,1,40 phút,350
Khô ức cá basa chiên sả ớt,"cá, sả, ớt, tỏi, mắm me",https://cookpad.com/vn/cong-thuc/24174335-kho-%E1%BB%A9c-ca-basa-chien-s%E1%BA%A3-%E1%BB%9Bt?ref=search&search_term=C%C3%A1,0,0,1,1,30 phút,320
Canh bầu nấu cá nục kho,"cá, bầu, dầu ăn, hạt nêm, hành, ớt",https://cookpad.com/vn/cong-thuc/24161775-canh-b%E1%BA%A7u-n%E1%BA%A5u-ca-n%E1%BB%A5c-kho?ref=search&search_term=C%C3%A1,0,0,0,1,20 phút,280
Cá mối kho chuối xanh,"cá, chuối, riềng, thịt, chay khô, nước hàng, gia vị",https://cookpad.com/vn/cong-thuc/17277929-ca-m%E1%BB%91i-kho-chu%E1%BB%91i-xanh?ref=search&search_term=C%C3%A1,0,0,0,1,2 giờ,300
Cá trắm kho dưa cải,"cá, thịt, dưa, ớt, hành tím, trà, muối, mắm, hạt nêm, đường, mỳ chính, tiêu, nước  hàng",https://cookpad.com/vn/cong-thuc/24141751-ca-tr%E1%BA%AFm-kho-d%C6%B0a-c%E1%BA%A3i?ref=search&search_term=C%C3%A1,0,1,1,1,90 phút,310
Canh đu đủ nấu cá thu,"cá, đu đủ, muối, mắm, húng quế",https://cookpad.com/vn/cong-thuc/13422919-canh-du-d%E1%BB%A7-n%E1%BA%A5u-ca-thu?ref=search&search_term=C%C3%A1,0,1,0,1,45 phút,290
Cá linh kho lạt,"cá, hành, mắm, mỳ chính, tiêu, bột nêm, đường",https://cookpad.com/vn/cong-thuc/24132652-ca-linh-kho-l%E1%BA%A1t?ref=search&search_term=C%C3%A1,0,0,0,1,60 phút,270
Cà ri dê,"dê, khoai, cà tím, hành tím, tỏi, hành tây, sả, muối, hạt nêm, đường, tiêu, bột cari, dầu cari, nước cốt dừa",https://cookpad.com/vn/cong-thuc/24042097-ca-ri-de?ref=search&search_term=D%C3%AA,0,1,0,1,120 phút,450
Dê xào sả ớt,"dê, sả, hạt nêm, mắm, mỳ chính, ớt, tiêu, hành",https://cookpad.com/vn/cong-thuc/17026446-de-xao-s%E1%BA%A3-%E1%BB%9Bt?ref=search&search_term=D%C3%AA,0,0,1,1,30 phút,350
