Tên món,Nguyên liệu,Công thức,Tiểu đường,Huyết áp cao,Dạ dày,Gout,Time,Calo 
Mực ống nướng tươi vắt chanh vàng,"mực, chanh",https://cookpad.com/vn/cong-thuc/23943005-m%E1%BB%B1c-%E1%BB%91ng-n%C6%B0%E1%BB%9Bng-t%C6%B0%C6%A1i-v%E1%BA%AFt-chanh-vang?ref=search&search_term=m%E1%BB%B1c,0,0,1,1,12,200
Mực nhồi thịt sốt cà chua,"mực, thịt, miến, nấm mèo, hành, tiêu, tương cà chua, cà chua",https://cookpad.com/vn/cong-thuc/15379902-m%E1%BB%B1c-nh%E1%BB%93i-th%E1%BB%8Bt-s%E1%BB%91t-ca-chua?ref=search&search_term=m%E1%BB%B1c,0,0,0,1,30,400
Mực xào,"mực, ớt, cà chua, dứa, dưa chuột, tỏi, dầu ăn, tiêu, dầu hào, muối, mắm, hành, mỳ chính",https://cookpad.com/vn/cong-thuc/23888221-m%E1%BB%B1c-xao?ref=search&search_term=m%E1%BB%B1c,0,1,1,1,20,450
Mực nướng,"mực, muối ớt, mỳ chính",https://cookpad.com/vn/cong-thuc/23922413-m%E1%BB%B1c-n%C6%B0%E1%BB%9Bng?ref=search&search_term=m%E1%BB%B1c,0,1,1,1,30,250
Mực nướng sa tế,"mực hành, tỏi, sả, sa tế, dầu hào",https://cookpad.com/vn/cong-thuc/23906322-m%E1%BB%B1c-n%C6%B0%E1%BB%9Bng-sa-t%E1%BA%BF?ref=search&search_term=m%E1%BB%B1c,0,0,1,1,30,300
Mực luộc,"mực, nước, gừng, hành, rượu, muối",https://cookpad.com/vn/cong-thuc/22677659-m%E1%BB%B1c-lu%E1%BB%99c-m%E1%BA%AFm-g%E1%BB%ABng?ref=search&search_term=m%E1%BB%B1c,0,1,0,1,15,150
Mực sim xào ớt chuông,"mực, ớt, dứa, hành, ngổ, rau sống, dầu, hạt nêm, mắm, ớt, tiêu",https://cookpad.com/vn/cong-thuc/23873644-m%E1%BB%B1c-sim-xao-%E1%BB%9Bt-chuong?ref=search&search_term=m%E1%BB%B1c,0,0,1,1,30,400
Gỏi xoài khô mực,"mực, xoài, rau răm, mắm, hành",https://cookpad.com/vn/cong-thuc/22612000-g%E1%BB%8Fi-xoai-kho-m%E1%BB%B1c?ref=search&search_term=m%E1%BB%B1c,0,0,0,1,20,300
Mực xào cần tỏi,"mực, cần, tỏi, hành, mắm, tiêu, dầu ăn",https://cookpad.com/vn/cong-thuc/22625767-m%E1%BB%B1c-%E1%BB%91ng-m%E1%BB%B1c-s%E1%BB%AFa-xao-c%E1%BA%A7n-t%E1%BB%8Fi?ref=search&search_term=m%E1%BB%B1c,0,0,0,1,15,350
Thịt ba chỉ xào bạch tuộc,"thịt, bạch tuộc, hành, cà rốt, khoai, nấm đùi gà, tương, bột cari, mạch nha, tỏi, bột ớt",https://cookpad.com/vn/cong-thuc/24189908-th%E1%BB%8Bt-ba-ch%E1%BB%89-xao-b%E1%BA%A1ch-tu%E1%BB%99c?ref=search&search_term=b%E1%BA%A1ch+tu%E1%BB%99c,0,0,0,1,45,450
Bạch tuộc xào củ kiệu tươi,"kiệu, bạch tuộc, gừng, tiêu, dầu hào, rượu",https://cookpad.com/vn/cong-thuc/23930490-b%E1%BA%A1ch-tu%E1%BB%99c-xao-c%E1%BB%A7-ki%E1%BB%87u-t%C6%B0%C6%A1i?ref=search&search_term=b%E1%BA%A1ch+tu%E1%BB%99c,0,1,0,1,20,250
Bạch tuộc trộm kim chi,"bạch tuộc, gừng, kim chi, dưa chuột, tương ớt, dầu mè, mè, muối, rượu, dấm",https://cookpad.com/vn/cong-thuc/23933634-b%E1%BA%A1ch-tu%E1%BB%99c-tr%E1%BB%99n-kim-chi?ref=search&search_term=b%E1%BA%A1ch+tu%E1%BB%99c,0,1,1,1,20,300
Bạch tuộc sim nấu mẻ,"bạch tuộc, mẻ, cà chua, ớt, hành, rau răm, lá lốt, gia vị",https://cookpad.com/vn/cong-thuc/23846723-b%E1%BA%A1ch-tu%E1%BB%99c-sim-n%E1%BA%A5u-m%E1%BA%BB?ref=search&search_term=b%E1%BA%A1ch+tu%E1%BB%99c,0,0,1,1,30,350
Salad râu bạch tuộc,"sò, cà chua, bahcj tuộc, hành, đinh hương, lá bay, tỏi, lá thơm, cần, dầu , chanh, muối, bột ớt",https://cookpad.com/vn/cong-thuc/22678429-salad-rau-b%E1%BA%A1ch-tu%E1%BB%99c-nui-so-ca-chua?ref=search&search_term=b%E1%BA%A1ch+tu%E1%BB%99c,0,1,1,1,45,200
Gỏi xoài râu bạch tuộc,"bạch tuộc, xoài, rau mùi, chanh, ớt, mì chính, bột canh, đường",https://cookpad.com/vn/cong-thuc/22617346-g%E1%BB%8Fi-xoai-rau-b%E1%BA%A1ch-tu%E1%BB%99c?ref=search&search_term=b%E1%BA%A1ch+tu%E1%BB%99c,0,0,1,1,20,250
Râu bạch tuộc xào sa tế,"bạch tuộc, hành, mắm, đường, hạt nêm, sa tế, tương ớt, hành, tỏi, sả",https://cookpad.com/vn/cong-thuc/17245734-rau-b%E1%BA%A1ch-tu%E1%BB%99c-xao-sa-t%E1%BA%BF?ref=search&search_term=b%E1%BA%A1ch+tu%E1%BB%99c,0,0,1,1,30,400
Bạch tuộc sốt thái,"bạch tuộc, dầu, tỏi, mắm, đường, nước me, tương ớt, sả, ớt, hành, cóc",https://cookpad.com/vn/cong-thuc/17222710-b%E1%BA%A1ch-tu%E1%BB%99c-x%E1%BB%91t-thai?ref=search&search_term=b%E1%BA%A1ch+tu%E1%BB%99c,0,0,1,1,30,350
Khoai tây bạch tuộc đút lò,"bạch tuộc, khoai, lá persil, phô mai",https://cookpad.com/vn/cong-thuc/17045611-khoai-tay-b%E1%BA%A1ch-tu%E1%BB%99c-pho-mai-de-dut-lo?ref=search&search_term=b%E1%BA%A1ch+tu%E1%BB%99c,0,0,0,1,45,500
Bạch tuộc hấp gừng,"bạch tuộc, hành, tỏi, gừng, ớt, đường, muối , tiêu",https://cookpad.com/vn/cong-thuc/17087766-b%E1%BA%A1ch-tu%E1%BB%99c-h%E1%BA%A5p-g%E1%BB%ABng?ref=search&search_term=b%E1%BA%A1ch+tu%E1%BB%99c,0,1,1,1,60,250
Bạch tuộc nướng,"bạch tuộc, sả, ớt, hành, tỏi, sa tế, dầu hào, mắm, dầu điều, đường, hạt nêm",https://cookpad.com/vn/cong-thuc/17050772-b%E1%BA%A1ch-tu%E1%BB%99c-n%C6%B0%E1%BB%9Bng-nckd?ref=search&search_term=b%E1%BA%A1ch+tu%E1%BB%99c,0,0,1,1,20,300
Bạch tuộc xào chua ngọt,"bạch tuộc, dưa chuột, dứa, cần tây, hành, cà chua, đường, mắm, muối, hạt nêm, mỳ chính, tỏi",https://cookpad.com/vn/cong-thuc/16606812-b%E1%BA%A1ch-tu%E1%BB%99c-xao-chua-ng%E1%BB%8Dt?ref=search&search_term=b%E1%BA%A1ch+tu%E1%BB%99c,0,1,0,1,30,400
Bạch tuộc xào bắp cải phô mai,"bahcj tuộc, bắp cải, phô mai, tỏi, ớt, tương ớt, rong biển",https://cookpad.com/vn/cong-thuc/16186717-ga-b%E1%BA%A1ch-tu%E1%BB%99c-xao-b%E1%BA%AFp-c%E1%BA%A3i-pho-mai?ref=search&search_term=b%E1%BA%A1ch+tu%E1%BB%99c,0,0,0,1,30,450
Salad bạch tuộc Hy Lạp,"bạch tuộc, lá nguyệt quế, hành tím, tỏi, muối, ớt chuông, ngò, cần, dầu , chanh, bột ớt, bột thì là, muối, tiêu",https://cookpad.com/vn/cong-thuc/15789595-salad-b%E1%BA%A1ch-tu%E1%BB%99c-hy-l%E1%BA%A1p?ref=search&search_term=b%E1%BA%A1ch+tu%E1%BB%99c,0,1,1,1,90,300
Bạch tuộc hấp bia,"bạch tuộc, bia, lá ởi, sả, ớt, gia vị",https://cookpad.com/vn/cong-thuc/15517731-b%E1%BA%A1ch-tu%E1%BB%99c-h%E1%BA%A5p-bia?ref=search&search_term=b%E1%BA%A1ch+tu%E1%BB%99c,0,0,1,1,60,250
Bạch tuộc xé gió,"bạch tuộc, nước cốt tắc, nước cốt chanh, đường, muối, mỳ chính, sữa đặc, ớt",https://cookpad.com/vn/cong-thuc/15258931-b%E1%BA%A1ch-tu%E1%BB%99c-xe-gio?ref=search&search_term=b%E1%BA%A1ch+tu%E1%BB%99c,0,1,1,1,30,350
Bạch tuộc nhúng mẻ,"bạch tuộc, mẻ, sả, tỏi, hành tím, hành tây, lá lốt, ngổ, hành, mắm, bột canh, mì chính",https://cookpad.com/vn/cong-thuc/14991895-b%E1%BA%A1ch-tu%E1%BB%99c-nhung-m%E1%BA%BB-sieu-ngon-c%E1%BB%B1c-d%E1%BB%85-lam?ref=search&search_term=b%E1%BA%A1ch+tu%E1%BB%99c,0,0,0,1,10,400
Bạch tuộc xào cà tím,"bạch tuộc, cà tím, hành tây, muối, tiêu, bột ớt, tỏi",https://cookpad.com/vn/cong-thuc/14394005-b%E1%BA%A1ch-tu%E1%BB%99c-xao-ca-tim?ref=search&search_term=b%E1%BA%A1ch+tu%E1%BB%99c,0,1,1,1,30,350
Bạch tuộc cay mắm tỏi,"bạch tuộc, tỏi, mắm, đường, tương ớt",https://cookpad.com/vn/cong-thuc/13615667-b%E1%BA%A1ch-tu%E1%BB%99t-cay-m%E1%BA%AFm-t%E1%BB%8Fi?ref=search&search_term=b%E1%BA%A1ch+tu%E1%BB%99c,0,0,0,1,15,300
Bạch tuộc xào dưa chuột,"bạch tuộc, dưa chuột, tiêu, mắm, mỳ chính, đường",https://cookpad.com/vn/cong-thuc/12909467-b%E1%BA%A1ch-tu%E1%BB%99c-xao-d%C6%B0a-leo?ref=search&search_term=b%E1%BA%A1ch+tu%E1%BB%99c,0,0,0,1,30,250
Ốc xào chuối đậu,"ốc, chuối, đậu, mẻ, bột nghệ, hành, tía tô, lá lốt, gia vị, hành khô, tỏi",https://cookpad.com/vn/cong-thuc/17277749-%E1%BB%91c-xao-chu%E1%BB%91i-d%E1%BA%ADu?ref=search&search_term=%E1%BB%91c,0,0,0,1,60,350
Ốc bươu hấp sả,"ốc, sả, chanh, ớt, gừng, tỏi, mắm, đường, mỳ chính, muối",https://cookpad.com/vn/cong-thuc/22672552-%E1%BB%91c-b%C6%B0%C6%A1u-h%E1%BA%A5p-s%E1%BA%A3?ref=search&search_term=%E1%BB%91c,0,1,1,1,15,200
Ốc len xào dừa,"ốc, nước cốt dừa, rau răm, ớt, sả, dầu ăn, tỏi, muối, mỳ chính, đường, hạt nêm",https://cookpad.com/vn/cong-thuc/22584704-%E1%BB%91c-len-xao-d%E1%BB%ABa?ref=search&search_term=%E1%BB%91c,0,1,1,1,25,400
Bún riêu ốc,"bún, ốc, cua, sườn, cà chua, củ cải, nấm, tôm, thịt, trứng, me, mắm tôm, hạt điều, hành, ngò, tiêu, chanh, hành, rau",https://cookpad.com/vn/cong-thuc/22603944-bun-rieu-%E1%BB%91c?ref=search&search_term=%E1%BB%91c,0,0,1,1,90,500
Ốc luộc chanh sả,"ốc, sả, lá chanh, nước cốt chanh, đường, mắm, mỳ chính, tỏi băm, ngò, ớt",https://cookpad.com/vn/cong-thuc/22584042-%E1%BB%91c-lu%E1%BB%99c-chanh-s%E1%BA%A3?ref=search&search_term=%E1%BB%91c,0,0,1,1,20,250
"Ốc giấy nướng nước mắm, mỡ hành","ốc, hành, mắm, đường, dầu ăn, sa tế, muối ớt, sả, gừng",https://cookpad.com/vn/cong-thuc/22572597-%E1%BB%91c-gi%E1%BA%A5y-n%C6%B0%E1%BB%9Bng-n%C6%B0%E1%BB%9Bc-m%E1%BA%AFm-m%E1%BB%A1-hanh?ref=search&search_term=%E1%BB%91c,0,1,1,1,30,300
Ốc bươu xào sả ớt,"ốc, sả, ớt, tỏi, mắm, đường, mỳ chính, hạt nêm",https://cookpad.com/vn/cong-thuc/17248316-%E1%BB%91c-b%C6%B0u-xao-s%E1%BA%A3-%E1%BB%9Bt?ref=search&search_term=%E1%BB%91c,0,0,1,1,20,350
Ốc mít hấp lá ổi,"ốc, lá ổi, sả, tiêu, tương, hạt nêm, đường",https://cookpad.com/vn/cong-thuc/17133263-%E1%BB%91c-mit-h%E1%BA%A5p-la-%E1%BB%95i?ref=search&search_term=%E1%BB%91c,0,0,0,1,10,300
Ốc mít luộc mắm,"ốc, sả, lá chanh, gừng, tỏi, mắm, chanh, đường, ớt, tương ớt",https://cookpad.com/vn/cong-thuc/17132142-%E1%BB%91c-mit-lu%E1%BB%99c-m%E1%BA%AFm?ref=search&search_term=%E1%BB%91c,0,0,1,1,15,350
Ốc bươu nhồi thịt hấp sả,"ốc, thịt, giò, tỏi, hành tím, sả, mắm, đường, tắc, tỏi, ớt, rau thơm",https://cookpad.com/vn/cong-thuc/17113287-%E1%BB%91c-b%C6%B0%C6%A1u-nh%E1%BB%93i-th%E1%BB%8Bt-h%E1%BA%A5p-s%E1%BA%A3?ref=search&search_term=%E1%BB%91c,0,0,1,1,40,400
Ốc bươu nướng tiêu,"ốc, tiêu, mắm, tương ớt, đường, hành, tỏi, gừng",https://cookpad.com/vn/cong-thuc/17112058-%E1%BB%91c-b%C6%B0%C6%A1u-n%C6%B0%E1%BB%9Bng-tieu?ref=search&search_term=%E1%BB%91c,0,0,1,1,30,300
Bồng khoai nấu ốc,"bồng khoai, ốc, cà chua, hành, tỏi, lá lốt, tía tô, gia vị, mẻ",https://cookpad.com/vn/cong-thuc/17011090-b%E1%BB%93ng-khoai-n%E1%BA%A5u-%E1%BB%91c?ref=search&search_term=%E1%BB%91c,0,0,0,1,60,350
Ốc bung cà tím,"cà tím, ốc, thịt, đậu, cà chua, hành, tía tô, lá lốt, mẻ, nghệ, gia vị",https://cookpad.com/vn/cong-thuc/16936488-%E1%BB%91c-bung-ca-tim?ref=search&search_term=%E1%BB%91c,0,0,0,1,30,400
Ốc hương trứng muối,"ốc, phô mai, trứng muối, bơ, đường, tỏi",https://cookpad.com/vn/cong-thuc/16804149-%E1%BB%91c-h%C6%B0%C6%A1ng-tr%E1%BB%A9ng-mu%E1%BB%91i?ref=search&search_term=%E1%BB%91c,0,1,0,1,20,450
Ốc móng tay xào rau cải,"ốc, cải, tỏi, hành",https://cookpad.com/vn/cong-thuc/16643873-%E1%BB%91c-mong-tay-xao-rau-c%E1%BA%A3i?ref=search&search_term=%E1%BB%91c,0,0,0,1,30,200
Ốc móng tay sốt bơ tỏi,"ốc, tỏi, bơ, dầu hào",https://cookpad.com/vn/cong-thuc/16508726-%E1%BB%91c-mong-tay-s%E1%BB%91t-b%C6%A1-t%E1%BB%8Fi?ref=search&search_term=%E1%BB%91c,0,0,0,1,15,350
Cà ri ốc nấu chuối sáp,"ốc, chuối, nấm rơm, sả, ớt, nước cốt dừa, bột cari, muối, đường, hạt nêm, tiêu, dầu ăn, dầu màu điều",https://cookpad.com/vn/cong-thuc/16460088-ca-ri-%E1%BB%91c-n%E1%BA%A5u-chu%E1%BB%91i-sap?ref=search&search_term=%E1%BB%91c,0,1,1,1,30,500
Ốc bươu kho sả nghệ,"ốc, ớt, tiêu, sả, nghệ",https://cookpad.com/vn/cong-thuc/16236695-%E1%BB%91c-b%C6%B0%C6%A1u-kho-s%E1%BA%A3-ngh%E1%BB%87?ref=search&search_term=%E1%BB%91c,0,0,1,1,35,300
Ốc lác hầm tiêu xanh,"ốc, tiêu, hạt nêm, đường, mỳ chính",https://cookpad.com/vn/cong-thuc/15901251-%E1%BB%91c-lac-h%E1%BA%A7m-tieu-xanh?ref=search&search_term=%E1%BB%91c,0,0,0,1,15,250
Ốc nhảy hấp thái,"ốc, sả, ớt, gừng, hạt nêm, muối, tiêu, chanh",https://cookpad.com/vn/cong-thuc/15841955-%E1%BB%91c-nh%E1%BA%A3y-h%E1%BA%A5p-thai?ref=search&search_term=%E1%BB%91c,0,1,1,1,30,300
Nấm hương xào đậu cove,"nấm hương, đậu cove",https://cookpad.com/vn/cong-thuc/24091513-n%E1%BA%A5m-h%C6%B0%C6%A1ng-xao-d%E1%BA%ADu-cove?ref=search&search_term=n%E1%BA%A5m+h%C6%B0%C6%A1ng,0,0,0,0,30,150
Canh rong biển nấu nấm hương,"nấm hương, rong biển, dứa, hành, dầu ăn, hạt nêm, nước tương",https://cookpad.com/vn/cong-thuc/23995562-canh-rong-bi%E1%BB%83n-n%E1%BA%A5u-n%E1%BA%A5m-h%C6%B0%C6%A1ng-mon-chay?ref=search&search_term=n%E1%BA%A5m+h%C6%B0%C6%A1ng,0,0,0,0,10,200
Cải thìa xào nấm hương tươi,"cải, nấm hương, hành, dầu hào, gia vị",https://cookpad.com/vn/cong-thuc/23885453-c%E1%BA%A3i-thia-xao-n%E1%BA%A5m-h%C6%B0%C6%A1ng-t%C6%B0%C6%A1i?ref=search&search_term=n%E1%BA%A5m+h%C6%B0%C6%A1ng,0,0,0,0,20,180
Cà tím nhồi ức gà và nấm hương tươi,"gà,nấm hương, cà tím, trứng, bơ, dầu hào, mắm, tiêu, tỏi, mật ong",https://cookpad.com/vn/cong-thuc/22677728-ca-tim-nh%E1%BB%93i-%E1%BB%A9c-ga-va-n%E1%BA%A5m-h%C6%B0%C6%A1ng-t%C6%B0%C6%A1i-n%C6%B0%E1%BB%9Bng?ref=search&search_term=n%E1%BA%A5m+h%C6%B0%C6%A1ng,0,0,0,0,60,350
Nấm hương nhồi thịt chiên xù,"lợn, nấm hương, bột chiên xù, bột, trứng, hành tím, bột canh, hạt nêm, tiêu, đường",https://cookpad.com/vn/cong-thuc/17055932-n%E1%BA%A5m-h%C6%B0%C6%A1ng-nh%E1%BB%93i-th%E1%BB%8Bt-chien-xu?ref=search&search_term=n%E1%BA%A5m+h%C6%B0%C6%A1ng,0,0,0,1,35,400
Súp gà nấm hương,"xương, gà, cà rốt, bắp, trứng, nấm hương, bột năng, hạt nêm, muối, đường, tiêu, ngò, dầu mè, dầu ",https://cookpad.com/vn/cong-thuc/15774730-sup-ga-n%E1%BA%A5m-h%C6%B0%C6%A1ng?ref=search&search_term=n%E1%BA%A5m+h%C6%B0%C6%A1ng,0,1,0,0,60,300
Súp nấm hương hoành thánh tôm thịt,"hoành thánh, tôm, thịt, tỏi, hành tím, tiêu, đường, dầu hào, bột nêm, nấm hương, cà rốt, củ cải, gừng, viên súp gà, muối, đường, bột gà, mắm, tiêu, ngò, dầu mè",https://cookpad.com/vn/cong-thuc/15683334-sup-n%E1%BA%A5m-h%C6%B0%C6%A1ng-hoanh-thanh-tom-th%E1%BB%8Bt?ref=search&search_term=n%E1%BA%A5m+h%C6%B0%C6%A1ng,0,1,0,0,60,350
Gà kho nấm hương,"gà, xì dầu, hắc xì dầu, tỏi, hành tím, nấm hương, ngũ vị hương, dầu hào, đường, tiêu, hạt nêm, muối, gừng",https://cookpad.com/vn/cong-thuc/15659655-ga-kho-n%E1%BA%A5m-h%C6%B0%C6%A1ng-ki%E1%BB%83u-ng%C6%B0%E1%BB%9Di-hoa-braised-chicken-mushroom?ref=search&search_term=n%E1%BA%A5m+h%C6%B0%C6%A1ng,0,1,0,0,60,450
Canh bí xanh nấm hương,"bí, nấm hương, cà rốt, hạt nêm, tiêu, mùi, ngò",https://cookpad.com/vn/cong-thuc/15629693-canh-bi-xanh-n%E1%BA%A5u-n%E1%BA%A5m-h%C6%B0%C6%A1ng?ref=search&search_term=n%E1%BA%A5m+h%C6%B0%C6%A1ng,0,0,0,0,20,180
Chả đậu phụ nghệ nấm hương,"đậu, nghệ, nấm hương, hạt nêm, mùi",https://cookpad.com/vn/cong-thuc/15620319-ch%E1%BA%A3-d%E1%BA%ADu-ph%E1%BB%A5-ngh%E1%BB%87-n%E1%BA%A5m-h%C6%B0%C6%A1ng?ref=search&search_term=n%E1%BA%A5m+h%C6%B0%C6%A1ng,0,0,0,0,20,250
Xôi gà nấm hương,"gạo, gà, nấm hương, nước cốt dừa, chả, lá dứa",https://cookpad.com/vn/cong-thuc/15443470-xoi-ga-n%E1%BA%A5m-h%C6%B0%C6%A1ng?ref=search&search_term=n%E1%BA%A5m+h%C6%B0%C6%A1ng,1,0,0,0,60,500
Đậu phụ sốt nấm hương,"đậu, nấm hương, xì dầu, tương ớt, tiêu, hành, hành củ",https://cookpad.com/vn/cong-thuc/15397055-d%E1%BA%ADu-ph%E1%BB%A5-s%E1%BB%91t-n%E1%BA%A5m-h%C6%B0%C6%A1ng-chay?ref=search&search_term=n%E1%BA%A5m+h%C6%B0%C6%A1ng,0,0,1,0,15,300
Trứng chiên thịt nấm hương,"trứng, lợn, nấm hương, mộc nhĩ, hành tây, dầu ăn, mắm, mỳ chính, hạt nêm",https://cookpad.com/vn/cong-thuc/15383718-tr%E1%BB%A9ng-chien-th%E1%BB%8Bt-n%E1%BA%A5m-h%C6%B0%C6%A1ng?ref=search&search_term=n%E1%BA%A5m+h%C6%B0%C6%A1ng,0,0,0,1,30,400
Rau củ chấm nấm hương kho quẹt,"nấm hương, tiêu, rau củ, mắm, tương, dầu hào, đường, mỳ chính, hạt nêm, ớt",https://cookpad.com/vn/cong-thuc/15084778-rau-c%E1%BB%A7-ch%E1%BA%A5m-n%E1%BA%A5m-h%C6%B0%C6%A1ng-kho-qu%E1%BA%B9t-tieu?ref=search&search_term=n%E1%BA%A5m+h%C6%B0%C6%A1ng,0,0,0,0,20,250
Cơm chiên nấm hương hạt sen ,"sen, nấm hương, cơm, hành boa rô, tiêu, hạt nêm",https://cookpad.com/vn/cong-thuc/15066810-c%C6%A1m-chien-n%E1%BA%A5m-h%C6%B0%C6%A1ng-h%E1%BA%A1t-sen-tieu-xanh?ref=search&search_term=n%E1%BA%A5m+h%C6%B0%C6%A1ng,0,0,0,0,20,400
Mì xào nấm hương,"mì, nấm hương, cà rốt, hành boa rô, cải thảo, hạt nêm, nấm, tương, đường",https://cookpad.com/vn/cong-thuc/15062469-mi-xao-n%E1%BA%A5m-h%C6%B0%C6%A1ng-rau-c%E1%BB%A7-chay?ref=search&search_term=n%E1%BA%A5m+h%C6%B0%C6%A1ng,0,0,0,0,15,350
Cánh gà rim nấm hương,"gà, nấm hương, muối, đường thốt nốt",https://cookpad.com/vn/cong-thuc/14786384-canh-ga-rim-n%E1%BA%A5m-h%C6%B0%C6%A1ng?ref=search&search_term=n%E1%BA%A5m+h%C6%B0%C6%A1ng,0,1,0,0,20,400
Thịt lợn nấm hương kho tàu,"lợn, tỏi, hành, nấm hương, sốt",https://cookpad.com/vn/cong-thuc/11733161-th%E1%BB%8Bt-l%E1%BB%A3n-n%E1%BA%A5m-h%C6%B0%C6%A1ng-kho-tau-hanh-t%E1%BB%8Fi?ref=search&search_term=n%E1%BA%A5m+h%C6%B0%C6%A1ng,0,0,0,1,30,450
Mì ý sốt kem nấm hương,"mì, kem tươi, tiêu, bơ, nấm hương, tỏi",https://cookpad.com/vn/cong-thuc/13348656-m%E1%BB%B3-y-s%E1%BB%91t-kem-n%E1%BA%A5m-h%C6%B0%C6%A1ng-chay-m%E1%BA%B7n-d%E1%BB%81u-an-d%C6%B0%E1%BB%A3c?ref=search&search_term=n%E1%BA%A5m+h%C6%B0%C6%A1ng,1,0,0,0,40,500
Súp nấm hương sốt kem phô mai,"khoai, cà rốt, bí đỏ, phô mai, bột mì, yến mạch, nấm hương",https://cookpad.com/vn/cong-thuc/11344432-soup-n%E1%BA%A5m-h%C6%B0%C6%A1ng-s%E1%BB%91t-kem-phomai?ref=search&search_term=n%E1%BA%A5m+h%C6%B0%C6%A1ng,0,0,0,0,60,400
Đậu non rim nấm kim châm,"đậu, cà rốt, nấm kim châm, trứng, thanh cua, hành baro, tỏi, hành tây, ớt, đường, dầu hào, tương hàn quốc, dầu mè, tiêu",https://cookpad.com/vn/cong-thuc/24179787-d%E1%BA%ADu-non-rim-n%E1%BA%A5m-kim-cham-healthy?ref=search&search_term=n%E1%BA%A5m+kim+ch%C3%A2m,0,0,1,0,15,300
Canh rong biển khô nấu nấm kim châm,"rong biển, nấm kim châm, thịt, hành tím, dầu ăn, muối, hạt nêm, tiêu",https://cookpad.com/vn/cong-thuc/23968432-canh-rong-bi%E1%BB%83n-kho-n%E1%BA%A5u-n%E1%BA%A5m-kim-cham-va-th%E1%BB%8Bt-b%E1%BA%B1m?ref=search&search_term=n%E1%BA%A5m+kim+ch%C3%A2m,0,1,0,0,30,180
Bò xào nấm kim châm,"bò, hành tây, nấm kim châm, xì dầu, dầu hào, tỏi, dầu ăn, hành, tiêu, muối, mỳ chính",https://cookpad.com/vn/cong-thuc/15139686-bo-xao-n%E1%BA%A5m-kim-cham?ref=search&search_term=n%E1%BA%A5m+kim+ch%C3%A2m,0,1,0,0,15,400
Nấm kim châm cuộn rong biển chiên,"nấm kim châm, lá rong biển, dầu thực vật, bột chiên giòn, tương ớt, tương cà",https://cookpad.com/vn/cong-thuc/23875319-n%E1%BA%A5m-kim-cham-cu%E1%BB%99n-rong-bi%E1%BB%83n-chien-gion-chay?ref=search&search_term=n%E1%BA%A5m+kim+ch%C3%A2m,0,0,1,0,30,350
Bắp bào tử xào nấm kim châm,"bắp bào tử, nấm kim châm, hành, hành khô, gia vị",https://cookpad.com/vn/cong-thuc/22568975-b%E1%BA%AFp-bao-t%E1%BB%AD-xao-n%E1%BA%A5m-kim-cham?ref=search&search_term=n%E1%BA%A5m+kim+ch%C3%A2m,0,0,0,0,20,200
Nấm kim châm chiên giòn,"nấm kim châm, bột chiên giong, trứng, hạt nêm, dầu ăn, tương ớt, nước lọc",https://cookpad.com/vn/cong-thuc/17275436-n%E1%BA%A5m-kim-cham-chien-gion?ref=search&search_term=n%E1%BA%A5m+kim+ch%C3%A2m,0,0,1,0,35,300
Canh chua nấm kim châm,"nấm kim châm, bạc hà, me, cà chua, thơm, đậu, hành, ngổ, hạt nêm, mắm, đường, dầu ăn",https://cookpad.com/vn/cong-thuc/17268771-canh-chua-n%E1%BA%A5m-kim-cham?ref=search&search_term=n%E1%BA%A5m+kim+ch%C3%A2m,0,0,0,0,30,220
Nấm kim châm lắc phô mai,"bột chiên, bột bắp, nấm kim châm, rong biển, bột phô mai",https://cookpad.com/vn/cong-thuc/17174255-n%E1%BA%A5m-kim-cham-l%E1%BA%AFc-pho-mai?ref=search&search_term=n%E1%BA%A5m+kim+ch%C3%A2m,0,0,0,0,30,350
Canh cải thìa nấm kim châm,"nấm kim châm, cải thìa, muối, hạt nêm",https://cookpad.com/vn/cong-thuc/17049178-canh-c%E1%BA%A3i-thia-n%E1%BA%A5m-kim-cham?ref=search&search_term=n%E1%BA%A5m+kim+ch%C3%A2m,0,1,0,0,45,150
Canh nấm kim châm nấu mọc,"cà rốt, bắp, mọc, nấm kim châm, hành, muối, bột canh",https://cookpad.com/vn/cong-thuc/17000904-canh-n%E1%BA%A5m-kim-cham-n%E1%BA%A5u-m%E1%BB%8Dc?ref=search&search_term=n%E1%BA%A5m+kim+ch%C3%A2m,0,1,0,0,30,250
Trứng chiên nấm kim châm,"trứng, nấm kim châm, mì chính, mắm",https://cookpad.com/vn/cong-thuc/16961919-tr%E1%BB%A9ng-chien-n%E1%BA%A5m-kim-cham?ref=search&search_term=n%E1%BA%A5m+kim+ch%C3%A2m,0,0,0,0,10,300
Nấm kim châm sốt cay,"nấm kim châm, ớt hàn quốc, xì dầu, đường, dầu mè, hành, tỏi",https://cookpad.com/vn/cong-thuc/16538115-n%E1%BA%A5m-kim-cham-s%E1%BB%91t-cay?ref=search&search_term=n%E1%BA%A5m+kim+ch%C3%A2m,0,0,0,0,20,250
